customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
id19227,Female,0,Yes,No,29.5453551528,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,104.2578035878,2443.3,No
id19228,Male,0,No,No,0.13,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,119.32,228.44,Yes
id19229,Male,0,No,No,25.358784033,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,85.6568328542,4162.05,No
id19230,Male,0,Yes,No,36.558462458,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,53.3097688598,1756.6,No
id19231,Male,0,No,No,31.651080295,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.6948631259,5969.3,No
id19232,Female,0,No,No,17.7547976569,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),59.6277100973,223.6,No
id19233,Male,0,Yes,No,1.46,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,79.13,459.31,No
id19234,Female,1,Yes,No,4.81,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.28,401.01,No
id19235,Male,0,Yes,No,46.7052028682,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.5661359897,1242.25,No
id19236,Male,0,No,No,3.04,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,113.84,324.63,No
id19237,Female,0,No,No,40.3613926986,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,105.5198099632,146.05,No
id19238,Male,1,Yes,No,47.4161539613,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,40.5824519213,263.05,No
id19239,Female,1,No,Yes,46.0604591594,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,71.4467842299,208.25,No
id19240,Male,0,No,No,2.32,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.34,90.33,Yes
id19241,Female,1,No,No,5.81,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.9,473.95,No
id19242,Female,1,No,No,28.2869074725,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,70.6284985428,382.8,No
id19243,Female,0,Yes,No,1.41,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,92.53,290.03,Yes
id19244,Female,1,Yes,No,34.3446896274,No,No phone service,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,67.4243854748,1937.4,No
id19245,Female,1,No,No,3.24,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,86.78,189.62,Yes
id19246,Male,0,Yes,No,38.0559122365,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.754118396,6425.65,No
id19247,Female,0,Yes,No,24.557669012,Yes,No,No,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,63.26970894,2901.8,No
id19248,Male,1,No,No,4.98,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,105.01,400.51,Yes
id19249,Male,0,No,No,22.6846366978,No,No,No,No,No,No,No,No internet service,No,One year,Yes,Mailed check,82.9021269213,678.75,No
id19250,Male,0,Yes,No,43.7343881128,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,84.7133668659,1525.35,No
id19251,Male,1,Yes,Yes,4.63,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.86,180.14,Yes
id19252,Male,0,Yes,No,53.9784326192,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,67.6817896543,29.9,No
id19253,Female,1,Yes,Yes,36.1022232767,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,70.5601424939,982.95,No
id19254,Male,0,No,No,5.93,No,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,84.99,100.57,Yes
id19255,Female,0,Yes,No,36.489653684,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),41.7126029059,5785.65,No
id19256,Female,0,Yes,No,4.53,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,118.26,326.93,No
id19257,Female,0,Yes,No,25.5907496467,Yes,No,No,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),37.2276933874,4507.15,No
id19258,Male,1,No,No,46.1238978186,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.4429974063,4541.9,No
id19259,Female,0,Yes,Yes,0.24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,91.63,410.94,Yes
id19260,Female,0,No,Yes,4.01,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.89,125.97,No
id19261,Female,1,No,No,5.93,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.28,151.01,Yes
id19262,Female,1,Yes,No,2.99,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,88.05,331.75,Yes
id19263,Female,0,No,No,3.34,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,93.17,385.34,No
id19264,Male,0,No,Yes,44.5874040782,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.2166586886,113.5,No
id19265,Female,0,Yes,No,3.66,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,86.67,114.03,No
id19266,Male,0,No,No,4.46,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,75.28,220.11,No
id19267,Male,0,Yes,Yes,0.85,No,No,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,105.07,59.71,No
id19268,Female,0,Yes,No,3.6,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,84.53,241.35,Yes
id19269,Female,1,No,No,15.7333385946,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.9367477384,1093.1,No
id19270,Female,0,No,Yes,47.3255269903,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),54.2363046882,3264.5,No
id19271,Female,1,Yes,No,5.58,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,86.0,51.53,Yes
id19272,Male,0,Yes,No,4.18,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.23,416.97,No
id19273,Male,0,No,No,32.6813224109,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,43.0164208224,1712.7,No
id19274,Female,0,Yes,Yes,5.98,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,119.92,389.04,Yes
id19275,Female,0,No,No,3.7,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,70.03,485.54,No
id19276,Female,0,Yes,Yes,3.2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,118.84,463.38,Yes
id19277,Female,0,Yes,No,34.6123900703,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,85.8483410445,7049.75,No
id19278,Female,0,No,No,1.03,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.06,462.32,Yes
id19279,Female,0,Yes,No,33.0559607255,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),43.9800105448,524.35,No
id19280,Female,0,Yes,No,47.5316643474,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,82.963113324,223.45,No
id19281,Female,0,No,No,32.1523178498,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,79.9514973113,5656.75,No
id19282,Male,0,Yes,Yes,4.85,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,86.49,448.15,Yes
id19283,Female,1,Yes,No,40.9360989012,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),30.3018797462,5522.7,No
id19284,Male,0,No,No,2.48,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.81,498.44,No
id19285,Female,1,No,Yes,3.03,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.15,284.65,No
id19286,Male,0,No,No,11.6373900588,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),31.5005120166,5971.25,No
id19287,Female,0,No,Yes,4.21,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,312.89,Yes
id19288,Female,0,Yes,No,24.1360500655,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.6125432437,3741.85,No
id19289,Female,0,Yes,No,43.0538172031,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),62.6890461356,292.8,No
id19290,Male,0,No,No,46.5233534457,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,65.6274130031,1359.45,No
id19291,Male,0,No,Yes,5.1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.4,72.9,No
id19292,Female,1,Yes,No,30.9222111825,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),101.87154030720001,4481,No
id19293,Male,0,Yes,No,4.79,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.58,48.05,No
id19294,Male,1,Yes,Yes,48.6626230627,Yes,No,No,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,48.0093443247,1553.2,No
id19295,Male,0,No,Yes,40.7218826045,Yes,No,No,No,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,69.0021548017,232.4,No
id19296,Female,0,Yes,Yes,0.67,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,71.93,108.8,No
id19297,Female,1,No,No,44.0253712607,Yes,No,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),51.4839475214,1497.9,No
id19298,Male,1,No,No,37.7542807266,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),44.390295997,8309.55,No
id19299,Female,0,No,Yes,1.58,Yes,No,No,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,100.67,169.99,No
id19300,Female,0,Yes,No,2.29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,107.84,461.57,No
id19301,Female,0,Yes,No,42.416348883,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,74.1595496957,978,No
id19302,Female,0,No,No,32.274292532,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,67.2524341964,20.25,No
id19303,Male,0,Yes,No,28.185934479,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,53.3348989552,135,No
id19304,Female,0,Yes,No,19.6678827381,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),47.3059155741,1147.85,No
id19305,Female,1,No,Yes,37.6298998013,Yes,No,DSL,No,No,No internet service,No internet service,No,No,One year,No,Credit card (automatic),45.2347170171,2748.7,No
id19306,Female,0,No,No,4.98,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,73.25,306.64,No
id19307,Female,1,No,No,4.64,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,83.22,38.63,No
id19308,Male,0,Yes,No,0.67,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,106.16,56.49,No
id19309,Male,1,No,No,46.450171528,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,54.9293960232,2686.05,No
id19310,Female,0,No,Yes,5.38,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,74.76,176.8,No
id19311,Female,0,Yes,No,26.7692641322,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,47.3021468528,962.25,No
id19312,Male,0,No,No,2.49,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,71.86,245.05,Yes
id19313,Male,0,Yes,No,4.63,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,83.76,397.45,Yes
id19314,Male,0,Yes,No,52.868510849,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),47.8474063017,3990.75,No
id19315,Female,1,Yes,Yes,12.8550193089,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,70.5489199002,3965.05,No
id19316,Male,1,Yes,Yes,2.39,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,107.59,158.28,No
id19317,Male,0,No,No,0.83,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.03,347.77,Yes
id19318,Female,0,Yes,Yes,38.0918344541,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.1922097853,583.45,No
id19319,Female,1,Yes,No,3.54,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,83.53,120.32,No
id19320,Female,0,Yes,No,43.2598242098,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,45.781374917,1836.25,No
id19321,Female,0,Yes,Yes,3.68,Yes,Yes,No,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,114.43,121.76,No
id19322,Male,0,Yes,No,25.1974906563,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,,77.7803651879,941,
id19323,Male,0,No,Yes,53.6181018344,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.3744967075,1348.9,No
id19324,Male,0,Yes,Yes,36.1954158815,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.9058436498,587.7,No
id19325,Female,0,Yes,No,4.03,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,86.34,133.84,Yes
id19326,Male,0,Yes,Yes,32.2517040782,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,67.6031149044,525,No
id19327,Female,1,No,No,46.3716607132,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,Yes,Electronic check,97.087753206,5825.5,No
id19328,Male,0,Yes,No,0.1,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,107.85,109.04,Yes
id19329,Male,0,Yes,Yes,3.97,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,116.13,156.69,No
id19330,Male,0,Yes,No,27.0822028918,Yes,No phone service,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,,68.6572450499,5174.35,
id19331,Female,0,Yes,No,29.3318272288,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),54.1426047265,2337.45,No
id19332,Male,0,No,No,31.8362131556,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,58.5466119134,672.7,No
id19333,Male,0,Yes,No,1.78,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.58,422.46,No
id19334,Male,0,Yes,No,29.8296850818,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,61.7052138438,49.25,No
id19335,Male,0,No,No,5.82,Yes,No,No,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,117.79,102.32,No
id19336,Male,1,Yes,No,2.36,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,94.91,185.03,No
id19337,Male,0,No,No,1.43,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,109.11,300.3,Yes
id19338,Male,0,No,No,4.91,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,82.57,107.85,Yes
id19339,Female,1,No,No,25.5616587913,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,64.3830103545,19.8,No
id19340,Female,0,No,No,22.8362333758,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,62.9916775834,79.15,No
id19341,Female,0,Yes,No,44.3078517897,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,84.6924480091,158.4,No
id19342,Male,1,No,Yes,15.2152294178,Yes,No,No,No internet service,No,Yes,No internet service,No,No,One year,Yes,Electronic check,65.6400374515,1510.5,No
id19343,Female,0,Yes,No,0.57,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.21,399.02,Yes
id19344,Female,0,Yes,No,21.9374155999,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,One year,Yes,Mailed check,75.7621182218,3545.05,No
id19345,Male,0,No,No,50.897256617,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),34.4637970471,25.25,No
id19346,Male,0,Yes,No,1.44,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,83.59,2.53,Yes
id19347,Male,0,Yes,Yes,28.7704505952,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,,43.6240517282,4391.45,
id19348,Female,0,Yes,No,51.900089732,No,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.4208378566,7171.7,No
id19349,Male,0,No,No,22.41805509,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),90.2720611816,6856.45,No
id19350,Male,0,No,Yes,1.59,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,83.37,362.89,No
id19351,Male,0,No,Yes,30.7488227632,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,64.5326435223,1445.2,No
id19352,Male,0,No,Yes,3.72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.1,296.49,Yes
id19353,Male,1,Yes,No,30.4471690031,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),82.0579199617,265.45,No
id19354,Female,0,Yes,No,4.45,Yes,No,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,107.56,192.87,No
id19355,Male,0,Yes,No,36.6189638951,No,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,59.1301283303,845.25,No
id19356,Female,1,Yes,Yes,4.91,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,117.92,229.28,Yes
id19357,Female,0,No,No,42.0993899769,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.0015937114,3919.15,No
id19358,Female,0,No,No,3.51,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,119.37,194.21,No
id19359,Male,0,No,No,33.8348233417,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,No,,81.1523541357,2572.95,
id19360,Male,0,No,Yes,23.5097184473,Yes,No,No,No,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,79.2518555201,3173.35,No
id19361,Male,0,No,No,4.26,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.8,313.41,No
id19362,Female,0,Yes,No,2.95,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.34,329.23,Yes
id19363,Female,0,Yes,Yes,42.17471549,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),78.2727960731,2576.2,No
id19364,Female,0,No,Yes,32.4737143122,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,61.2763116283,1023.85,No
id19365,Male,0,Yes,No,5.54,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,74.73,377.82,No
id19366,Male,0,No,No,4.25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.56,390.4,No
id19367,Female,1,Yes,No,4.93,Yes,No,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,116.5,185.18,No
id19368,Female,0,No,Yes,4.92,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,72.25,295.45,No
id19369,Male,0,No,Yes,1.64,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,73.02,6.42,Yes
id19370,Male,0,No,Yes,42.3325058581,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Mailed check,89.8051169466,114.7,No
id19371,Male,0,No,No,0.55,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.42,11.69,No
id19372,Male,1,Yes,Yes,23.2902729256,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,No,,54.7800519354,5154.5,
id19373,Female,0,Yes,Yes,2.67,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.77,74.99,Yes
id19374,Female,1,Yes,Yes,36.3593280008,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,79.8319321048,7711.25,No
id19375,Male,0,No,No,3.99,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,92.11,177.2,Yes
id19376,Female,0,Yes,No,5.34,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,98.98,0.04,No
id19377,Female,1,Yes,Yes,8.6262037472,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),57.9407507089,28.3,No
id19378,Female,0,No,No,3.42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.71,66.8,Yes
id19379,Male,1,No,No,33.5317382985,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,49.5673332126,4084.35,No
id19380,Male,0,No,No,10.8919754591,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,86.9051129671,293.85,No
id19381,Female,1,Yes,No,0.61,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,79.49,449.56,No
id19382,Female,0,Yes,No,39.5309847552,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,77.6195404061,1799.3,No
id19383,Female,0,No,No,1.82,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.11,39.56,No
id19384,Male,0,No,No,12.4860325803,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.4512808442,122.9,Yes
id19385,Female,0,Yes,No,49.7622263543,Yes,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.8383094532,765.15,No
id19386,Female,0,No,No,22.1053649492,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),58.3452619675,4159.45,No
id19387,Male,0,Yes,No,3.24,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,94.05,48.89,Yes
id19388,Male,0,No,No,3.88,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.42,92.75,Yes
id19389,Male,0,No,No,1.25,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,119.59,137.92,Yes
id19390,Male,0,Yes,No,1.73,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.71,393.17,Yes
id19391,Female,0,Yes,No,18.1373212497,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,43.4510875392,704.3,No
id19392,Male,0,Yes,Yes,30.6767695721,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),47.8656225324,1020.75,No
id19393,Male,0,Yes,No,21.7699515451,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.2394715693,173.15,No
id19394,Male,0,No,No,3.33,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.29,378.96,Yes
id19395,Male,0,No,Yes,36.0499552519,Yes,Yes,No,No,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,67.4120994684,1174.8,No
id19396,Female,1,No,No,2.73,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,111.86,324.39,No
id19397,Female,0,Yes,Yes,1.4,Yes,No,No,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.06,447,No
id19398,Female,0,Yes,Yes,3.35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.27,295.24,Yes
